,title,url,date
0,《台北股市》Nvidia嗆辣 台積電、創意等大漲,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-nvidia%E5%97%86%E8%BE%A3-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%89%B5%E6%84%8F%E7%AD%89%E5%A4%A7%E6%BC%B2-024040231.html,2023-05-25
1,Nvidia嗆辣 台積電、創意等大漲,https://tw.stock.yahoo.com/news/nvidia%E5%97%86%E8%BE%A3-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%89%B5%E6%84%8F%E7%AD%89%E5%A4%A7%E6%BC%B2-023300870.html,2023-05-25
2,《金融》大客戶噴漲28％內幕曝光！陸行之爆6大驚奇 台積電救世主換人,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D-%E5%A4%A7%E5%AE%A2%E6%88%B6%E5%99%B4%E6%BC%B228-%E5%85%A7%E5%B9%95%E6%9B%9D%E5%85%89-%E9%99%B8%E8%A1%8C%E4%B9%8B%E7%88%866%E5%A4%A7%E9%A9%9A%E5%A5%87-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%95%91%E4%B8%96%E4%B8%BB%E6%8F%9B%E4%BA%BA-021718168.html,2023-05-25
3,專家：輝達成救世主 台積電下半年有望復甦,https://tw.stock.yahoo.com/news/%E5%B0%88%E5%AE%B6-%E8%BC%9D%E9%81%94%E6%88%90%E6%95%91%E4%B8%96%E4%B8%BB-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%B8%8B%E5%8D%8A%E5%B9%B4%E6%9C%89%E6%9C%9B%E5%BE%A9%E7%94%A6-012529031.html,2023-05-25
4,輝達營運展望佳 台積電開盤大漲17元市值重登14兆,https://tw.stock.yahoo.com/news/%E8%BC%9D%E9%81%94%E7%87%9F%E9%81%8B%E5%B1%95%E6%9C%9B%E4%BD%B3-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%96%8B%E7%9B%A4%E5%A4%A7%E6%BC%B217%E5%85%83%E5%B8%82%E5%80%BC%E9%87%8D%E7%99%BB14%E5%85%86-011725502.html,2023-05-25
5,輝達助攻台積電衝鋒 台股早盤漲164點創波段高點,https://tw.stock.yahoo.com/news/%E8%BC%9D%E9%81%94%E5%8A%A9%E6%94%BB%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%A1%9D%E9%8B%92-%E5%8F%B0%E8%82%A1%E6%97%A9%E7%9B%A4%E6%BC%B2164%E9%BB%9E%E5%89%B5%E6%B3%A2%E6%AE%B5%E9%AB%98%E9%BB%9E-011518732.html,2023-05-25
6,台股大漲逾160點 台積電強拉20元至545 背後原因曝光,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E5%A4%A7%E6%BC%B2%E9%80%BE160%E9%BB%9E-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%BC%B7%E6%8B%8920%E5%85%83%E8%87%B3545-%E8%83%8C%E5%BE%8C%E5%8E%9F%E5%9B%A0%E6%9B%9D%E5%85%89-010209388.html,2023-05-25
7,《各報要聞》國發基金 緊抱台積電,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E5%9C%8B%E7%99%BC%E5%9F%BA%E9%87%91-%E7%B7%8A%E6%8A%B1%E5%8F%B0%E7%A9%8D%E9%9B%BB-233812186.html,2023-05-24
8,台積電ADR24日下跌0.31美元跌幅0.34%折台股555.09元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr24%E6%97%A5%E4%B8%8B%E8%B7%8C0-31%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-34-%E6%8A%98%E5%8F%B0%E8%82%A1555-09%E5%85%83-220140335.html,2023-05-24
9,國發基金 緊抱台積電,https://tw.stock.yahoo.com/news/%E5%9C%8B%E7%99%BC%E5%9F%BA%E9%87%91-%E7%B7%8A%E6%8A%B1%E5%8F%B0%E7%A9%8D%E9%9B%BB-201000339.html,2023-05-24
10,《各報要聞》基辛格訪台豪語:英特爾將奪回科技制霸權,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-ceo%E5%9F%BA%E8%BE%9B%E6%A0%BC%E8%A8%AA%E5%8F%B0%E7%99%BC%E8%B1%AA%E8%AA%9E-%E8%8B%B1%E7%89%B9%E7%88%BE%E5%B0%87%E8%B6%85%E8%BB%8A%E5%8F%B0%E7%A9%8D%E9%9B%BB-233512599.html,2023-05-24
11,日本產學合作、設計7nm晶片 擬找台積電生產,https://tw.stock.yahoo.com/news/%E6%97%A5%E6%9C%AC%E7%94%A2%E5%AD%B8%E5%90%88%E4%BD%9C-%E8%A8%AD%E8%A8%887nm%E6%99%B6%E7%89%87-%E6%93%AC%E6%89%BE%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%94%9F%E7%94%A2-014800942.html,2023-05-24
12,台積電高層：赴德設廠仍在談判、最快8月拍板,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%AB%98%E5%B1%A4-%E8%B5%B4%E5%BE%B7%E8%A8%AD%E5%BB%A0%E4%BB%8D%E5%9C%A8%E8%AB%87%E5%88%A4-%E6%9C%80%E5%BF%AB8%E6%9C%88%E6%8B%8D%E6%9D%BF-011500301.html,2023-05-24
13,美股收黑 台積電挫低4元至526 台股下跌逾60點,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E6%94%B6%E9%BB%91-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%8C%AB%E4%BD%8E4%E5%85%83%E8%87%B3526-%E5%8F%B0%E8%82%A1%E4%B8%8B%E8%B7%8C%E9%80%BE60%E9%BB%9E-010256647.html,2023-05-24
14,1分鐘讀財經》晶片庫存還是慘？台積電遭砍目標價 6字頭危險了,https://tw.stock.yahoo.com/news/1%E5%88%86%E9%90%98%E8%AE%80%E8%B2%A1%E7%B6%93-%E6%99%B6%E7%89%87%E5%BA%AB%E5%AD%98%E9%82%84%E6%98%AF%E6%85%98-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%81%AD%E7%A0%8D%E7%9B%AE%E6%A8%99%E5%83%B9-6%E5%AD%97%E9%A0%AD%E5%8D%B1%E9%9A%AA%E4%BA%86-003225549.html,2023-05-24
15,台積電傳就德勒斯登建廠事宜持續與德國進行磋商，最快8月做出決定,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%82%B3%E5%B0%B1%E5%BE%B7%E5%8B%92%E6%96%AF%E7%99%BB%E5%BB%BA%E5%BB%A0%E4%BA%8B%E5%AE%9C%E6%8C%81%E7%BA%8C%E8%88%87%E5%BE%B7%E5%9C%8B%E9%80%B2%E8%A1%8C%E7%A3%8B%E5%95%86-%E6%9C%80%E5%BF%AB8%E6%9C%88%E5%81%9A%E5%87%BA%E6%B1%BA%E5%AE%9A-002511819.html,2023-05-24
16,《各報要聞》去庫存不如預期 高盛降台積電目標價,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E5%8E%BB%E5%BA%AB%E5%AD%98%E4%B8%8D%E5%A6%82%E9%A0%90%E6%9C%9F-%E9%AB%98%E7%9B%9B%E9%99%8D%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%9B%AE%E6%A8%99%E5%83%B9-233522493.html,2023-05-23
17,台積電ADR23日下跌1.28美元跌幅1.40%折台股556.17元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr23%E6%97%A5%E4%B8%8B%E8%B7%8C1-28%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%851-40-%E6%8A%98%E5%8F%B0%E8%82%A1556-17%E5%85%83-221626854.html,2023-05-23
18,去庫存不如預期 高盛降台積電目標價,https://tw.stock.yahoo.com/news/%E5%8E%BB%E5%BA%AB%E5%AD%98%E4%B8%8D%E5%A6%82%E9%A0%90%E6%9C%9F-%E9%AB%98%E7%9B%9B%E9%99%8D%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%9B%AE%E6%A8%99%E5%83%B9-201000929.html,2023-05-23
19,應材投資建立研發中心 台積電、英特爾等夥伴力挺,https://tw.stock.yahoo.com/news/%E6%87%89%E6%9D%90%E6%8A%95%E8%B3%87%E5%BB%BA%E7%AB%8B%E7%A0%94%E7%99%BC%E4%B8%AD%E5%BF%83-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E8%8B%B1%E7%89%B9%E7%88%BE%E7%AD%89%E5%A4%A5%E4%BC%B4%E5%8A%9B%E6%8C%BA-095412887.html,2023-05-23
20,台積電籌資擴建廠房設備 發行200億元公司債,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%B1%8C%E8%B3%87%E6%93%B4%E5%BB%BA%E5%BB%A0%E6%88%BF%E8%A8%AD%E5%82%99-%E7%99%BC%E8%A1%8C200%E5%84%84%E5%85%83%E5%85%AC%E5%8F%B8%E5%82%B5-095315922.html,2023-05-23
21,《半導體》台積電112年第3期無擔保公司債發行條件出爐,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-%E5%8F%B0%E7%A9%8D%E9%9B%BB112%E5%B9%B4%E7%AC%AC3%E6%9C%9F%E7%84%A1%E6%93%94%E4%BF%9D%E5%85%AC%E5%8F%B8%E5%82%B5%E7%99%BC%E8%A1%8C%E6%A2%9D%E4%BB%B6%E5%87%BA%E7%88%90-085249529.html,2023-05-23
22,【公告】台積電112年度第3期無擔保普通公司債主要發行條件,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%B0%E7%A9%8D%E9%9B%BB112%E5%B9%B4%E5%BA%A6%E7%AC%AC3%E6%9C%9F%E7%84%A1%E6%93%94%E4%BF%9D%E6%99%AE%E9%80%9A%E5%85%AC%E5%8F%B8%E5%82%B5%E4%B8%BB%E8%A6%81%E7%99%BC%E8%A1%8C%E6%A2%9D%E4%BB%B6-084515862.html,2023-05-23
23,應材計畫斥資40億美元矽谷設半導體創新研發平台 台積電、超微、輝達按讚,https://tw.stock.yahoo.com/news/%E6%87%89%E6%9D%90%E8%A8%88%E7%95%AB%E6%96%A5%E8%B3%8740%E5%84%84%E7%BE%8E%E5%85%83%E7%9F%BD%E8%B0%B7%E8%A8%AD%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%89%B5%E6%96%B0%E7%A0%94%E7%99%BC%E5%B9%B3%E5%8F%B0-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E3%80%81%E8%B6%85%E5%BE%AE%E3%80%81%E8%BC%9D%E9%81%94%E6%8C%89%E8%AE%9A-052624578.html,2023-05-23
24,《財政》是你嗎？發票千萬大獎2張未領 超商消費90元中千萬,https://tw.stock.yahoo.com/news/%E8%B2%A1%E6%94%BF-%E6%98%AF%E4%BD%A0%E5%97%8E-%E7%99%BC%E7%A5%A8%E5%8D%83%E8%90%AC%E5%A4%A7%E7%8D%8E2%E5%BC%B5%E6%9C%AA%E9%A0%98-%E8%B6%85%E5%95%86%E6%B6%88%E8%B2%BB90%E5%85%83%E4%B8%AD%E5%8D%83%E8%90%AC-031114974.html,2023-05-23
25,日本Rapidus目標25年4月試產2nm晶片,https://tw.stock.yahoo.com/news/%E6%97%A5%E6%9C%ACrapidus%E7%9B%AE%E6%A8%9925%E5%B9%B44%E6%9C%88%E8%A9%A6%E7%94%A22nm%E6%99%B6%E7%89%87-020000190.html,2023-05-23
26,《半導體》Meta自研AI晶片 晶心科沾光,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-meta%E8%87%AA%E7%A0%94ai%E6%99%B6%E7%89%87-%E6%99%B6%E5%BF%83%E7%A7%91%E6%B2%BE%E5%85%89-235256142.html,2023-05-22
27,台積電市值再度超車騰訊、居亞洲之冠,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%B8%82%E5%80%BC%E5%86%8D%E5%BA%A6%E8%B6%85%E8%BB%8A%E9%A8%B0%E8%A8%8A-%E5%B1%85%E4%BA%9E%E6%B4%B2%E4%B9%8B%E5%86%A0-221700204.html,2023-05-22
28,台積電ADR22日下跌0.86美元跌幅0.93%折台股562.74元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr22%E6%97%A5%E4%B8%8B%E8%B7%8C0-86%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-93-%E6%8A%98%E5%8F%B0%E8%82%A1562-74%E5%85%83-220105144.html,2023-05-22
29,國外投資金額增逾2倍,https://tw.stock.yahoo.com/news/%E5%9C%8B%E5%A4%96%E6%8A%95%E8%B3%87%E9%87%91%E9%A1%8D%E5%A2%9E%E9%80%BE2%E5%80%8D-201000785.html,2023-05-22
30,大金空調 推動技職培力合作計畫,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%87%91%E7%A9%BA%E8%AA%BF-%E6%8E%A8%E5%8B%95%E6%8A%80%E8%81%B7%E5%9F%B9%E5%8A%9B%E5%90%88%E4%BD%9C%E8%A8%88%E7%95%AB-201000028.html,2023-05-22
31,國發會通過擴建楠梓科學園區,https://tw.stock.yahoo.com/news/%E5%9C%8B%E7%99%BC%E6%9C%83%E9%80%9A%E9%81%8E%E6%93%B4%E5%BB%BA%E6%A5%A0%E6%A2%93%E7%A7%91%E5%AD%B8%E5%9C%92%E5%8D%80-201000544.html,2023-05-22
32,Meta自研AI晶片 晶心科沾光,https://tw.stock.yahoo.com/news/meta%E8%87%AA%E7%A0%94ai%E6%99%B6%E7%89%87-%E6%99%B6%E5%BF%83%E7%A7%91%E6%B2%BE%E5%85%89-201000685.html,2023-05-22
33,凱基銀行總經理曹慧姝請辭 吳可君暫代,https://tw.stock.yahoo.com/news/%E5%87%B1%E5%9F%BA%E9%8A%80%E8%A1%8C%E7%B8%BD%E7%B6%93%E7%90%86%E6%9B%B9%E6%85%A7%E5%A7%9D%E8%AB%8B%E8%BE%AD-%E5%90%B3%E5%8F%AF%E5%90%9B%E6%9A%AB%E4%BB%A3-101911022.html,2023-05-22
34,【公告】台積電限制員工權利新股收回註銷完成實收資本額變更登記事宜,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%99%90%E5%88%B6%E5%93%A1%E5%B7%A5%E6%AC%8A%E5%88%A9%E6%96%B0%E8%82%A1%E6%94%B6%E5%9B%9E%E8%A8%BB%E9%8A%B7%E5%AE%8C%E6%88%90%E5%AF%A6%E6%94%B6%E8%B3%87%E6%9C%AC%E9%A1%8D%E8%AE%8A%E6%9B%B4%E7%99%BB%E8%A8%98%E4%BA%8B%E5%AE%9C-100411719.html,2023-05-22
35,科技建廠進補，國產新竹廠囊括竹科六成高科技廠房訂單,https://tw.stock.yahoo.com/news/%E7%A7%91%E6%8A%80%E5%BB%BA%E5%BB%A0%E9%80%B2%E8%A3%9C-%E5%9C%8B%E7%94%A2%E6%96%B0%E7%AB%B9%E5%BB%A0%E5%9B%8A%E6%8B%AC%E7%AB%B9%E7%A7%91%E5%85%AD%E6%88%90%E9%AB%98%E7%A7%91%E6%8A%80%E5%BB%A0%E6%88%BF%E8%A8%82%E5%96%AE-041443499.html,2023-05-22
36,《今日焦點新聞》台股三軋行情 有影,https://tw.stock.yahoo.com/news/%E4%BB%8A%E6%97%A5%E7%84%A6%E9%BB%9E%E6%96%B0%E8%81%9E-%E5%8F%B0%E8%82%A1%E4%B8%89%E8%BB%8B%E8%A1%8C%E6%83%85-%E6%9C%89%E5%BD%B1-235300714.html,2023-05-21
37,台積電再戰巴菲特魔咒546元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%86%8D%E6%88%B0%E5%B7%B4%E8%8F%B2%E7%89%B9%E9%AD%94%E5%92%92546%E5%85%83-201000070.html,2023-05-21
38,《產業》談半導體人才短缺 蔡英文：透過良性競爭吸引全球人才,https://tw.stock.yahoo.com/news/%E7%94%A2%E6%A5%AD-%E8%AB%87%E5%8D%8A%E5%B0%8E%E9%AB%94%E4%BA%BA%E6%89%8D%E7%9F%AD%E7%BC%BA-%E8%94%A1%E8%8B%B1%E6%96%87-%E9%80%8F%E9%81%8E%E8%89%AF%E6%80%A7%E7%AB%B6%E7%88%AD%E5%90%B8%E5%BC%95%E5%85%A8%E7%90%83%E4%BA%BA%E6%89%8D-030337333.html,2023-05-20
39,如何看台積電赴美日？蔡英文揭關鍵1點：國發會將說明,https://tw.stock.yahoo.com/news/%E5%A6%82%E4%BD%95%E7%9C%8B%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%B5%B4%E7%BE%8E%E6%97%A5-%E8%94%A1%E8%8B%B1%E6%96%87%E6%8F%AD%E9%97%9C%E9%8D%B51%E9%BB%9E-%E5%9C%8B%E7%99%BC%E6%9C%83%E5%B0%87%E8%AA%AA%E6%98%8E-024940700.html,2023-05-20
40,台積電ADR19日下跌0.07美元跌幅0.08%折台股568.11元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr19%E6%97%A5%E4%B8%8B%E8%B7%8C0-07%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-08-%E6%8A%98%E5%8F%B0%E8%82%A1568-11%E5%85%83-221632607.html,2023-05-19
41,台積電效應退燒？他揭高雄預售市場慘況：有案子1戶都沒賣掉,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%95%88%E6%87%89%E9%80%80%E7%87%92-%E4%BB%96%E6%8F%AD%E9%AB%98%E9%9B%84%E9%A0%90%E5%94%AE%E5%B8%82%E5%A0%B4%E6%85%98%E6%B3%81-%E6%9C%89%E6%A1%88%E5%AD%901%E6%88%B6%E9%83%BD%E6%B2%92%E8%B3%A3%E6%8E%89-210009276.html,2023-05-19
42,菲律賓股市 央行暫停升息 指數衝一周新高,https://tw.stock.yahoo.com/news/%E8%8F%B2%E5%BE%8B%E8%B3%93%E8%82%A1%E5%B8%82-%E5%A4%AE%E8%A1%8C%E6%9A%AB%E5%81%9C%E5%8D%87%E6%81%AF-%E6%8C%87%E6%95%B8%E8%A1%9D-%E5%91%A8%E6%96%B0%E9%AB%98-201000341.html,2023-05-19
43,〈房產〉迎未來五年4.5萬就業人口 高雄套房交易價量齊揚,https://tw.stock.yahoo.com/news/%E6%88%BF%E7%94%A2-%E8%BF%8E%E6%9C%AA%E4%BE%86%E4%BA%94%E5%B9%B44-5%E8%90%AC%E5%B0%B1%E6%A5%AD%E4%BA%BA%E5%8F%A3-%E9%AB%98%E9%9B%84%E5%A5%97%E6%88%BF%E4%BA%A4%E6%98%93%E5%83%B9%E9%87%8F%E9%BD%8A%E6%8F%9A-084710292.html,2023-05-19
44,三星3奈米追上台積電了？他爆大客戶高通回頭：兩家都押寶,https://tw.stock.yahoo.com/news/%E4%B8%89%E6%98%9F3%E5%A5%88%E7%B1%B3%E8%BF%BD%E4%B8%8A%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%BA%86-%E4%BB%96%E7%88%86%E5%A4%A7%E5%AE%A2%E6%88%B6%E9%AB%98%E9%80%9A%E5%9B%9E%E9%A0%AD-%E5%85%A9%E5%AE%B6%E9%83%BD%E6%8A%BC%E5%AF%B6-055639968.html,2023-05-19
45,台美歐韓晶片廠擴大對日投資、金額逾2兆日圓,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%BE%8E%E6%AD%90%E9%9F%93%E6%99%B6%E7%89%87%E5%BB%A0%E6%93%B4%E5%A4%A7%E5%B0%8D%E6%97%A5%E6%8A%95%E8%B3%87-%E9%87%91%E9%A1%8D%E9%80%BE2%E5%85%86%E6%97%A5%E5%9C%93-051500464.html,2023-05-19
46,效能一致？傳高通同時託台積、三星代工4代驍龍8,https://tw.stock.yahoo.com/news/%E6%95%88%E8%83%BD-%E8%87%B4-%E5%82%B3%E9%AB%98%E9%80%9A%E5%90%8C%E6%99%82%E8%A8%97%E5%8F%B0%E7%A9%8D-%E4%B8%89%E6%98%9F%E4%BB%A3%E5%B7%A54%E4%BB%A3%E9%A9%8D%E9%BE%8D8-042000553.html,2023-05-19
47,曾在台積電實習 回鍋卻碰壁！他爆內幕被「超級HR」刷掉了,https://tw.stock.yahoo.com/news/%E6%9B%BE%E5%9C%A8%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%AF%A6%E7%BF%92-%E5%9B%9E%E9%8D%8B%E5%8D%BB%E7%A2%B0%E5%A3%81-%E4%BB%96%E7%88%86%E5%85%A7%E5%B9%95%E8%A2%AB-%E8%B6%85%E7%B4%9Ahr-%E5%88%B7%E6%8E%89%E4%BA%86-033509675.html,2023-05-19
48,日股創高，台股跟進轉強，台積電重回升勢，軍工股有望再攻,https://tw.stock.yahoo.com/news/%E6%97%A5%E8%82%A1%E5%89%B5%E9%AB%98-%E5%8F%B0%E8%82%A1%E8%B7%9F%E9%80%B2%E8%BD%89%E5%BC%B7-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%87%8D%E5%9B%9E%E5%8D%87%E5%8B%A2-%E8%BB%8D%E5%B7%A5%E8%82%A1%E6%9C%89%E6%9C%9B%E5%86%8D%E6%94%BB-033446975.html,2023-05-19
49,台積電領先關鍵 張忠謀：高額研發經費與核心價值,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%98%E5%85%88%E9%97%9C%E9%8D%B5-%E5%BC%B5%E5%BF%A0%E8%AC%80-%E9%AB%98%E9%A1%8D%E7%A0%94%E7%99%BC%E7%B6%93%E8%B2%BB%E8%88%87%E6%A0%B8%E5%BF%83%E5%83%B9%E5%80%BC-032335016.html,2023-05-19
50,《美股》焦點股：台積電夥伴新思飆漲；應材業績財測雙喜,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1-%E7%84%A6%E9%BB%9E%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%A4%A5%E4%BC%B4%E6%96%B0%E6%80%9D%E9%A3%86%E6%BC%B2-%E6%87%89%E6%9D%90%E6%A5%AD%E7%B8%BE%E8%B2%A1%E6%B8%AC%E9%9B%99%E5%96%9C-012829402.html,2023-05-19
51,費半狂飆助攻 台積電漲5元至535 台股勁揚逾70點,https://tw.stock.yahoo.com/news/%E8%B2%BB%E5%8D%8A%E7%8B%82%E9%A3%86%E5%8A%A9%E6%94%BB-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%BC%B25%E5%85%83%E8%87%B3535-%E5%8F%B0%E8%82%A1%E5%8B%81%E6%8F%9A%E9%80%BE70%E9%BB%9E-010117860.html,2023-05-19
52,Meta揭露初代AI晶片細節、採台積電7奈米製程,https://tw.stock.yahoo.com/news/meta%E6%8F%AD%E9%9C%B2%E5%88%9D%E4%BB%A3ai%E6%99%B6%E7%89%87%E7%B4%B0%E7%AF%80-%E6%8E%A1%E5%8F%B0%E7%A9%8D%E9%9B%BB7%E5%A5%88%E7%B1%B3%E8%A3%BD%E7%A8%8B-005100957.html,2023-05-19
53,台積電ADR18日上漲1.77美元漲幅1.95%折台股570.09元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr18%E6%97%A5%E4%B8%8A%E6%BC%B21-77%E7%BE%8E%E5%85%83%E6%BC%B2%E5%B9%851-95-%E6%8A%98%E5%8F%B0%E8%82%A1570-09%E5%85%83-004155460.html,2023-05-19
54,《台北股市》三大法人18日買超股：開發金、台積電、緯創,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E4%B8%89%E5%A4%A7%E6%B3%95%E4%BA%BA18%E6%97%A5%E8%B2%B7%E8%B6%85%E8%82%A1-%E9%96%8B%E7%99%BC%E9%87%91-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E7%B7%AF%E5%89%B5-235256327.html,2023-05-18
55,《科技》廣達砸重金 挺矽谷創投家,https://tw.stock.yahoo.com/news/%E7%A7%91%E6%8A%80-%E5%BB%A3%E9%81%94%E7%A0%B8%E9%87%8D%E9%87%91-%E6%8C%BA%E7%9F%BD%E8%B0%B7%E5%89%B5%E6%8A%95%E5%AE%B6-234745001.html,2023-05-18
56,《各報要聞》舊愛還是最美 主權基金、勞退 齊步加碼台積電,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E8%88%8A%E6%84%9B%E9%82%84%E6%98%AF%E6%9C%80%E7%BE%8E-%E4%B8%BB%E6%AC%8A%E5%9F%BA%E9%87%91-%E5%8B%9E%E9%80%80-%E9%BD%8A%E6%AD%A5%E5%8A%A0%E7%A2%BC%E5%8F%B0%E7%A9%8D%E9%9B%BB-233853762.html,2023-05-18
